,0,original,paredao
2413,RT @MirandaKianne: TA NA HORA DELE FAZER SEUS HUMORES AQUI FORA  #ForaViny,RT @MirandaKianne: TA NA HORA DELE FAZER SEUS HUMORES AQUI FORA  #ForaViny,#foravyni
2418,"@marthins_c @HugoGloss Jogo dele: Nao tem ter jogo nenhum
#ForaScooby #ForaVinny","@marthins_c @HugoGloss Jogo dele: Nao tem ter jogo nenhum
#ForaScooby #ForaVinny",#forascooby
2419,@larissajmar E vamos de #ForaScooby o cara nem faz questao de permanecer no programa!!!,@larissajmar E vamos de #ForaScooby o cara nem faz questao de permanecer no programa!!!,#forascooby
2420,"uma melancia...""
E ai comecou uma treta..
#BBB22 #ForaViny","uma melancia...""
E ai comecou uma treta..
#BBB22 #ForaViny",#foravyni
2422,RT @DeusaDutra2: Gente viny e opcao de voto semana q vem #ForaGustavo  p desestabilizar a insuportavel da Lais q rezou pro mal de todos! Va...,RT @DeusaDutra2: Gente viny e opcao de voto semana q vem #ForaGustavo  p desestabilizar a insuportavel da Lais q rezou pro mal de todos! Va...,#foragustavo
2423,estou tprcendobparavo Arthur mais nesse  #ParedaoBBB22 #ParedaoBBB sou #FicaVyni e #ForaGustavo clm todas as forcas bora para @gshow desce o dedo torcedores e fas do Arthur #ficaviny #ForaGustavo,estou tprcendobparavo Arthur mais nesse  #ParedaoBBB22 #ParedaoBBB sou #FicaVyni e #ForaGustavo clm todas as forcas bora para @gshow desce o dedo torcedores e fas do Arthur #ficaviny #ForaGustavo,#foragustavo
2426,Gaes postando #foraviny e provando ser a classe mais desunida.,Gaes postando #foraviny e provando ser a classe mais desunida.,#foravyni
2427,Bom dia  Quem vc quer eliminar?#BBBB22 #ELIMINAR #Scooby #VINY #gustavobbb #ForaVinny #forascobby #ForaGustavo #EliminacaoBBB #LOLLIPOP,Bom dia  Quem vc quer eliminar?#BBBB22 #ELIMINAR #Scooby #VINY #gustavobbb #ForaVinny #forascobby #ForaGustavo #EliminacaoBBB #LOLLIPOP,#foragustavo
2428,"viny ja ta fazendo hora extra, mas dessa vez sou #ForaScooby, ja deu esse tbm #BBB22","viny ja ta fazendo hora extra, mas dessa vez sou #ForaScooby, ja deu esse tbm #BBB22",#forascooby
2430,"@Anitta #ForaScooby vem repetir pra Anitta ""TUDO CERTO"" aqui fora ","@Anitta #ForaScooby vem repetir pra Anitta ""TUDO CERTO"" aqui fora ",#forascooby
2436,"#ForaScooby : Para termos a LINA campea e importante que os outros jogadores fortes e adversarios comecem a sair UM POR UM! Gosto muito do Scooby, mas e um jogo e ele e uma ameaca real! O Viny e so um chato que nao tem futuro na casa e o Gustavo e alvo para outros paredoes. https://t.co/Z0mvUZKtLV","#ForaScooby : Para termos a LINA campea e importante que os outros jogadores fortes e adversarios comecem a sair UM POR UM! Gosto muito do Scooby, mas e um jogo e ele e uma ameaca real! O Viny e so um chato que nao tem futuro na casa e o Gustavo e alvo para outros paredoes. https://t.co/Z0mvUZKtLV",#forascooby
2437,nao merece #ForaScooby https://t.co/ZasOZ8t1Or,nao merece #ForaScooby https://t.co/ZasOZ8t1Or,#forascooby
2441,@vyniof Ela vai sair pq e forcado e chato dms #ForaViny,@vyniof Ela vai sair pq e forcado e chato dms #ForaViny,#foravyni
2443,@anapaularenault O jogo do Gustavo e so proteger a Lais. #ForaGustavo,@anapaularenault O jogo do Gustavo e so proteger a Lais. #ForaGustavo,#foragustavo
2445,"RT @Fers_NandaRakel: E o Arthur que entrou canceladissimo, e hoje e o unico que nao tenho ranco.
#BBB22 
#ForaViny","RT @Fers_NandaRakel: E o Arthur que entrou canceladissimo, e hoje e o unico que nao tenho ranco.
#BBB22 
#ForaViny",#foravyni
2446,TA NA HORA DELE FAZER SEUS HUMORES AQUI FORA  #ForaViny,TA NA HORA DELE FAZER SEUS HUMORES AQUI FORA  #ForaViny,#foravyni
2447,o viny nao merecer sair pra o scooby nao #ForaScooby,o viny nao merecer sair pra o scooby nao #ForaScooby,#forascooby
2450,Sou #ForaGustavo so de raiva da Lais,Sou #ForaGustavo so de raiva da Lais,#foragustavo
2455,"Bom Dia com #ForaViny 
           https://t.co/C6S45cIowx","Bom Dia com #ForaViny 
           https://t.co/C6S45cIowx",#foravyni
2460,#ForaScooby nao aguento mais,#ForaScooby nao aguento mais,#forascooby
2464,A semana comecou com #ForaVyni #RedeBBB #BBB22,A semana comecou com #ForaVyni #RedeBBB #BBB22,#foravyni
2465,"O meu voto e #foraviny! 
Eu nao sei que medo e esse da torcida do Arthur do Gustavo ficar! 
Somos forte o bastante pra tirar o Gustavo!","O meu voto e #foraviny! 
Eu nao sei que medo e esse da torcida do Arthur do Gustavo ficar! 
Somos forte o bastante pra tirar o Gustavo!",#foravyni
2468,"@marianaregis os outros n sei, oq importa e #ForaVyni","@marianaregis os outros n sei, oq importa e #ForaVyni",#foravyni
2470,Com certeza e #foraGustavo agora imediatamente  https://t.co/KQwBQfJm9A,Com certeza e #foraGustavo agora imediatamente  https://t.co/KQwBQfJm9A,#foragustavo
2471,"@4evergetaway13 #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.","@4evergetaway13 #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.",#foravyni
2472,"Pessoal, embora eu nao goste muito do Pedro, terei que ser #ForaViny. Nao aguento mais o fake da caidinha, o engracadao sem graca estilo Joao Kleber e Praca e Nossa. Essa garoto so aparece nestas situacoes e ainda por cima e chato pra bone. Ja deu ne Viny!","Pessoal, embora eu nao goste muito do Pedro, terei que ser #ForaViny. Nao aguento mais o fake da caidinha, o engracadao sem graca estilo Joao Kleber e Praca e Nossa. Essa garoto so aparece nestas situacoes e ainda por cima e chato pra bone. Ja deu ne Viny!",#foravyni
2475,"Vem fazer seu humor aqui fora, Gil do Vigor da Shopee, vem!
#ForaVyni","Vem fazer seu humor aqui fora, Gil do Vigor da Shopee, vem!
#ForaVyni",#foravyni
2480,Vazou o Scooby quando era bebe #ForaViny #ForaVyni #bbb22 https://t.co/UfuhjemEXp,Vazou o Scooby quando era bebe #ForaViny #ForaVyni #bbb22 https://t.co/UfuhjemEXp,#foravyni
2482,"VAMOOOOOOOS!!!!!

#FicaScooby 
#ForaViny 
#DpsGustavo kkkkkk https://t.co/N7a4OXRdw3","VAMOOOOOOOS!!!!!

#FicaScooby 
#ForaViny 
#DpsGustavo kkkkkk https://t.co/N7a4OXRdw3",#foravyni
2484,"@Aguiarthur Bora tirar o Vinte, esta amizade merece crescer. #foraviny","@Aguiarthur Bora tirar o Vinte, esta amizade merece crescer. #foraviny",#foravyni
2485,"@0_pattyy0 #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.","@0_pattyy0 #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.",#foravyni
2486,"@vyniof A homofobia e inegavel e precisa melhorar.
Mas e #foravyni com forca, ja deu o que tinha que dar.","@vyniof A homofobia e inegavel e precisa melhorar.
Mas e #foravyni com forca, ja deu o que tinha que dar.",#foravyni
2488,"RT @_serendiptismo: Acho o Scooby anti-jogo mas gosto dele, o Gustavo caiu demais no meu conceito porque ficou leso depois que beijou a Lai...","RT @_serendiptismo: Acho o Scooby anti-jogo mas gosto dele, o Gustavo caiu demais no meu conceito porque ficou leso depois que beijou a Lai...",
2491,"Ai ta certo agora linna concorda com o Arthur mostrando que o Lucas errou mas na hora com todos ela nao falou nada, nessa situacao mostra tbm que a estrovenga possivelmente tornou-se um alvo para o Arthur ja que o barao da vacilacao quebrou-se com ele #BBB22 #ForaViny https://t.co/p32tQGSKAq","Ai ta certo agora linna concorda com o Arthur mostrando que o Lucas errou mas na hora com todos ela nao falou nada, nessa situacao mostra tbm que a estrovenga possivelmente tornou-se um alvo para o Arthur ja que o barao da vacilacao quebrou-se com ele #BBB22 #ForaViny https://t.co/p32tQGSKAq",#foravyni
2492,"@Silviagcacto @ElisneudoF @vyniof Tem muita gente reclamando das atitudes do Scooby, principalmente pela ultima semana e dessa madrugada, se a galera toda se unir e focar no gshow tem chances sim dele ser eliminado. E focar no #ForaScooby","@Silviagcacto @ElisneudoF @vyniof Tem muita gente reclamando das atitudes do Scooby, principalmente pela ultima semana e dessa madrugada, se a galera toda se unir e focar no gshow tem chances sim dele ser eliminado. E focar no #ForaScooby",#forascooby
2494,"De boa, #ForaScooby","De boa, #ForaScooby",#forascooby
2498,"@chicobarney Boa Chico , agora quem torce pro Scooby esta mais tranquilo..kkkkkkkkk... Boa vai la..hahahahaha
#FicaScooby  #ForaViny","@chicobarney Boa Chico , agora quem torce pro Scooby esta mais tranquilo..kkkkkkkkk... Boa vai la..hahahahaha
#FicaScooby  #ForaViny",#foravyni
2500,Me desculpem aos quatro milhoes de emocionados q torcem pelo Viny... #ForaViny  #BBB22,Me desculpem aos quatro milhoes de emocionados q torcem pelo Viny... #ForaViny  #BBB22,#foravyni
2501,Lembrando a todos que eu sou Scoobofobico e pra mim e #ForaScooby,Lembrando a todos que eu sou Scoobofobico e pra mim e #ForaScooby,#forascooby
2502,To fechada com a Disney. O resto da casa pode sair um por um. #BBB22 #ForaViny,To fechada com a Disney. O resto da casa pode sair um por um. #BBB22 #ForaViny,#foravyni
2505,"@PamellaPpink #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.","@PamellaPpink #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.",#foravyni
2506,"RT @fuckviolence: parece que a torcida vai eliminar o vyni mesmo. mas e isto, vamos todos segurar esse b.o., vou ja marcar uma consulta com...","RT @fuckviolence: parece que a torcida vai eliminar o vyni mesmo. mas e isto, vamos todos segurar esse b.o., vou ja marcar uma consulta com...",
2507,"RT @mi_ssouza: FINALMENTE VINY NO PAREDAO 
#BBB22 #FORAVINY","RT @mi_ssouza: FINALMENTE VINY NO PAREDAO 
#BBB22 #FORAVINY",#foravyni
2508,"Meus deus o scooby jantando o barao kkkkk amo
#FicaScooby #ForaViny https://t.co/iq0A0PePR6","Meus deus o scooby jantando o barao kkkkk amo
#FicaScooby #ForaViny https://t.co/iq0A0PePR6",#foravyni
2510,"@gabrielvgeil #ForaViny #FicaScooby vamos deixar o barao,  mais DOIDAO e fogooooo no parquinhoooooo #RedeBBB22","@gabrielvgeil #ForaViny #FicaScooby vamos deixar o barao,  mais DOIDAO e fogooooo no parquinhoooooo #RedeBBB22",#foravyni
2513,"RT @biancaearaujo: Tchau Vyni, vem ser forcado aqui fora #foravyni ","RT @biancaearaujo: Tchau Vyni, vem ser forcado aqui fora #foravyni ",#foravyni
2514,"RT @biancaearaujo: ""Eu pego preservativo pro povo, me deixem ficar"" 

PQP! #foravyni #BBB22","RT @biancaearaujo: ""Eu pego preservativo pro povo, me deixem ficar"" 

PQP! #foravyni #BBB22",#foravyni
2515,@PedroScooby #ForaViny chato de mais ja deu,@PedroScooby #ForaViny chato de mais ja deu,#foravyni
2516,"Entre Vyni e Scooby, sou #ForaScooby
Menos um atleta p deixar as provas injustas e eu nao engulo que ele espocou a boca do filho e contou como se tivesse super certo.","Entre Vyni e Scooby, sou #ForaScooby
Menos um atleta p deixar as provas injustas e eu nao engulo que ele espocou a boca do filho e contou como se tivesse super certo.",#forascooby
2517,#ForaVyni Bom Dia! ,#ForaVyni Bom Dia! ,#foravyni
2519,E vamo de #ForaVyni,E vamo de #ForaVyni,#foravyni
2525,"RT @vivikatrindade: @webtvbrasileira Eu voto pro Scooby sair. O cara nao queria nem fazer a prova do lider, nao ta nem ai pro jogo.E sera l...","RT @vivikatrindade: @webtvbrasileira Eu voto pro Scooby sair. O cara nao queria nem fazer a prova do lider, nao ta nem ai pro jogo.E sera l...",
2527,Sou #ForaScooby desde que ele entrou no bbb,Sou #ForaScooby desde que ele entrou no bbb,#forascooby
2529,"Scooby tem que ser eliminado
Por isso #ForaScooby #BBB22 https://t.co/CURweuCNnS","Scooby tem que ser eliminado
Por isso #ForaScooby #BBB22 https://t.co/CURweuCNnS",#forascooby
2532,"Pode ser boa pessoa,mas pro jogo nao colou.
So serviu para ser capacho do Eliezer.
#ForaViny https://t.co/n6vS5hTPMS","Pode ser boa pessoa,mas pro jogo nao colou.
So serviu para ser capacho do Eliezer.
#ForaViny https://t.co/n6vS5hTPMS",#foravyni
2534,E o paredao maravilhoso formado e sou total #ForaVyni,E o paredao maravilhoso formado e sou total #ForaVyni,#foravyni
2536,"@laizschaves Adorei essa frase "" nao e na emocao, e na estrategia"". Mas ja pode sair para a Lais ficar mais fraca ainda...#ForaGustavo #BBB22 #TeamScooby","@laizschaves Adorei essa frase "" nao e na emocao, e na estrategia"". Mas ja pode sair para a Lais ficar mais fraca ainda...#ForaGustavo #BBB22 #TeamScooby",#foragustavo
2538,@MariClaudya Sem duvida e #ForaGustavo,@MariClaudya Sem duvida e #ForaGustavo,#foragustavo
2539,"@natalyneri eu torco pra lina, mais realmente, agora nao tem como. #ForaVyni https://t.co/lGOjcaDAic","@natalyneri eu torco pra lina, mais realmente, agora nao tem como. #ForaVyni https://t.co/lGOjcaDAic",#foravyni
2540,"Nem assisti o #BBB22 ontem porque estava exausta, e acordo com Vyni no paredao, que delicinha. #ForaVyni","Nem assisti o #BBB22 ontem porque estava exausta, e acordo com Vyni no paredao, que delicinha. #ForaVyni",#foravyni
2542,"RT @DDGalo13: @vaidesmaiar FINGIR SER ENGRACADO NAO E ENTRETENIMENTO 

#ForaViny https://t.co/wV9whH0BCQ","RT @DDGalo13: @vaidesmaiar FINGIR SER ENGRACADO NAO E ENTRETENIMENTO 

#ForaViny https://t.co/wV9whH0BCQ",#foravyni
2543,@bbb Antes eu tinha conviccao era #foraVyni mas depois da discussao de ontem estou sendo #ForaScooby,@bbb Antes eu tinha conviccao era #foraVyni mas depois da discussao de ontem estou sendo #ForaScooby,#foravyni
2544,"FINALMENTE UM BARRACO DE RESPEITO!! 
Eu era fora vyni, mas depois dessa eu sou totalmente e inteiramente #ForaScooby https://t.co/18qazlcgQU","FINALMENTE UM BARRACO DE RESPEITO!! 
Eu era fora vyni, mas depois dessa eu sou totalmente e inteiramente #ForaScooby https://t.co/18qazlcgQU",#forascooby
2545,"RT @guiapurareal: 1a Parcial paredao #BBB22 - 01h30

Gustavo: 10,39%
Scooby: 7,46%
Vyni: 82,15% 

PARA MAIS PARCIAIS DE RT E FAV
#ParedaoB...","RT @guiapurareal: 1a Parcial paredao #BBB22 - 01h30

Gustavo: 10,39%
Scooby: 7,46%
Vyni: 82,15% 

PARA MAIS PARCIAIS DE RT E FAV
#ParedaoB...",
2549,"Gente, e #ForaViny, certo? Todo mundo combinado? Obrigada, de nada. #BBB22 #RedeBBB","Gente, e #ForaViny, certo? Todo mundo combinado? Obrigada, de nada. #BBB22 #RedeBBB",#foravyni
2551,@natalyneri agora eu sou #foraVyni pra proteger ele dos tombos rs,@natalyneri agora eu sou #foraVyni pra proteger ele dos tombos rs,#foravyni
2552,@simpraisa Pra mim e #ForaViny,@simpraisa Pra mim e #ForaViny,#foravyni
2553,"RT @tessayummy: mais uma derrota pro lolliflop 

nem o tadeu #FORAVYNI burro bate e volta https://t.co/yr5mV9RUvn","RT @tessayummy: mais uma derrota pro lolliflop 

nem o tadeu #FORAVYNI burro bate e volta https://t.co/yr5mV9RUvn",#foravyni
2555,"Jamais vou entender voces nao serem #ForaScooby. Talvez pelo Scooby ser mais padraozinho que o Vyni voces prefiram ele, fora isso, nao tem justificativa. O cara alem de ser planta, antijogo, vive falando que quer sair da casa pq dois meses ja ta bom.","Jamais vou entender voces nao serem #ForaScooby. Talvez pelo Scooby ser mais padraozinho que o Vyni voces prefiram ele, fora isso, nao tem justificativa. O cara alem de ser planta, antijogo, vive falando que quer sair da casa pq dois meses ja ta bom.",#forascooby
2559,E no fim e #ForaVyni https://t.co/9YT75ZqUu3,E no fim e #ForaVyni https://t.co/9YT75ZqUu3,#foravyni
2561,@Kau68693952 @Anitta #ForaVyni  sua planta,@Kau68693952 @Anitta #ForaVyni  sua planta,#foravyni
2562,"Sinceramente, o Scooby ta certo.
Acha ruim, fala com mister Boni.
Kkkkkkkk
#RedeBBB 
#BBB22 
#ForaViny https://t.co/MBHj3peOhL","Sinceramente, o Scooby ta certo.
Acha ruim, fala com mister Boni.
Kkkkkkkk
#RedeBBB 
#BBB22 
#ForaViny https://t.co/MBHj3peOhL",#foravyni
2565,"RT @gustavo_beats:  MUTIRAO SEDUZINDO PRA CAMERA INICIADO 

 A cada 10 votos comentem um emoji

 Encerra as 05h

 O voto e para ELIMIN...","RT @gustavo_beats:  MUTIRAO SEDUZINDO PRA CAMERA INICIADO 

 A cada 10 votos comentem um emoji

 Encerra as 05h

 O voto e para ELIMIN...",
2567,"Estando isso claro, meu perfil e 800% #ficaScooby e 1000% #ForaViny","Estando isso claro, meu perfil e 800% #ficaScooby e 1000% #ForaViny",#foravyni
2571,RT @Bobeirada_: E INCRIVEL COMO O VINY CONSEGUE ME IRRITAR ATE EM SILENCIO #foraviny  #BBB22 https://t.co/8uG8EAkPkj,RT @Bobeirada_: E INCRIVEL COMO O VINY CONSEGUE ME IRRITAR ATE EM SILENCIO #foraviny  #BBB22 https://t.co/8uG8EAkPkj,#foravyni
2573,"Deixa explicar outra coisinha: nao somos homofobicos por sermos #ForaViny ! Somos #ForaViny pq ele nao e ngm NO JOGO! Nao se mostrou, nao interagiu, nao apareceu em NADA! Foi o maior mico e frustracao da temporada, nao acrescentou uma linha. E sobre isso! Anotem.","Deixa explicar outra coisinha: nao somos homofobicos por sermos #ForaViny ! Somos #ForaViny pq ele nao e ngm NO JOGO! Nao se mostrou, nao interagiu, nao apareceu em NADA! Foi o maior mico e frustracao da temporada, nao acrescentou uma linha. E sobre isso! Anotem.",#foravyni
2574,"Bora la kpoppers, vamos ajudar ele a vir dancar BlackPink aqui fora! #ForaViny #BBB22 https://t.co/xxW2wYltzD","Bora la kpoppers, vamos ajudar ele a vir dancar BlackPink aqui fora! #ForaViny #BBB22 https://t.co/xxW2wYltzD",#foravyni
2580,@guimareslinair1 @monni_tuiteira Eu tbm estou indo de #ForaGustavo,@guimareslinair1 @monni_tuiteira Eu tbm estou indo de #ForaGustavo,#foragustavo
